sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2010-2011,547667,22982,PANTRY PASTRY BRUSH,12,2011-03-24 13:25:00,1.25,16700.0,United Kingdom
Year 2010-2011,547667,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-03-24 13:25:00,0.55,16700.0,United Kingdom
Year 2010-2011,547684,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-03-24 14:46:00,1.95,12408.0,Belgium
Year 2010-2011,547684,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2011-03-24 14:46:00,3.75,12408.0,Belgium
Year 2010-2011,547712,22849,BREAD BIN DINER STYLE MINT,1,2011-03-24 19:31:00,16.95,16905.0,United Kingdom
Year 2010-2011,547819,20717,STRAWBERRY SHOPPER BAG,1,2011-03-25 14:45:00,1.25,12748.0,United Kingdom
Year 2010-2011,547832,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,200,2011-03-25 16:25:00,1.65,17511.0,United Kingdom
Year 2010-2011,547895,21243,PINK  POLKADOT PLATE ,1,2011-03-28 10:52:00,1.69,18118.0,United Kingdom
Year 2010-2011,547896,82552,WASHROOM METAL SIGN,1,2011-03-28 11:34:00,1.45,17841.0,United Kingdom
Year 2010-2011,547902,21843,RED RETROSPOT CAKE STAND,1,2011-03-28 11:58:00,10.95,17765.0,United Kingdom
Year 2010-2011,547911,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-28 12:25:00,1.95,14127.0,United Kingdom
Year 2010-2011,547919,22241,GARLAND WOODEN HAPPY EASTER,1,2011-03-28 12:52:00,1.25,13760.0,United Kingdom
Year 2010-2011,547938,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2011-03-28 14:33:00,0.85,13901.0,United Kingdom
Year 2010-2011,547940,71038,WHITE HANGING BEADS CANDLE HOLDER,4,2011-03-28 14:43:00,5.45,16814.0,United Kingdom
Year 2010-2011,C547961,21929,JUMBO BAG PINK VINTAGE PAISLEY,-100,2011-03-28 15:30:00,1.65,15032.0,United Kingdom
Year 2010-2011,C548187,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-29 15:06:00,12.75,17511.0,United Kingdom
Year 2010-2011,548191,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-03-29 15:20:00,1.63,,United Kingdom
Year 2010-2011,548212,23049,RECYCLED ACAPULCO MAT RED,4,2011-03-30 09:12:00,8.25,12456.0,Switzerland
Year 2010-2011,548213,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-03-30 09:15:00,9.95,15521.0,United Kingdom
Year 2010-2011,548405,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-03-31 09:48:00,4.25,17088.0,United Kingdom
Year 2010-2011,548451,22439,6 ROCKET BALLOONS ,10,2011-03-31 11:25:00,0.65,17365.0,United Kingdom
Year 2010-2011,548470,21935,SUKI  SHOULDER BAG,20,2011-03-31 12:36:00,1.65,12782.0,Portugal
Year 2010-2011,548486,22982,PANTRY PASTRY BRUSH,12,2011-03-31 12:51:00,1.25,12909.0,United Kingdom
Year 2010-2011,548505,22378,WALL TIDY RETROSPOT ,1,2011-03-31 14:34:00,4.96,,United Kingdom
Year 2010-2011,548558,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-04-01 10:05:00,3.75,13626.0,United Kingdom
Year 2010-2011,548701,47566,PARTY BUNTING,1,2011-04-03 11:36:00,4.95,17629.0,United Kingdom
Year 2010-2011,548711,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2011-04-03 14:24:00,1.65,18116.0,United Kingdom
Year 2010-2011,548712,22652,TRAVEL SEWING KIT,6,2011-04-03 14:42:00,1.65,17050.0,United Kingdom
Year 2010-2011,548858,C2,CARRIAGE,1,2011-04-04 13:29:00,50.0,14911.0,EIRE
Year 2010-2011,548858,85180A,RED HEARTS LIGHT CHAIN ,3,2011-04-04 13:29:00,4.65,14911.0,EIRE
Year 2010-2011,548893,gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,1,2011-04-04 15:54:00,33.33,,United Kingdom
Year 2010-2011,548896,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-04-04 16:21:00,3.75,13767.0,United Kingdom
Year 2010-2011,C548947,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2011-04-05 10:45:00,2.95,14546.0,United Kingdom
Year 2010-2011,548974,21136,PAINTED METAL PEARS ASSORTED,8,2011-04-05 11:47:00,1.69,15194.0,United Kingdom
Year 2010-2011,548984,21122,SET/10 PINK POLKADOT PARTY CANDLES,3,2011-04-05 12:37:00,1.25,14546.0,United Kingdom
Year 2010-2011,548990,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-04-05 13:42:00,1.25,16170.0,United Kingdom
Year 2010-2011,548991,21066,VINTAGE RED MUG,1,2011-04-05 13:48:00,1.25,16915.0,United Kingdom
Year 2010-2011,549099,22983,CARD BILLBOARD FONT,12,2011-04-06 11:07:00,0.42,16241.0,United Kingdom
Year 2010-2011,549115,21506,"FANCY FONT BIRTHDAY CARD, ",24,2011-04-06 12:41:00,0.42,13098.0,United Kingdom
Year 2010-2011,549123,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-06 14:02:00,0.55,15201.0,United Kingdom
Year 2010-2011,549153,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-04-06 15:47:00,1.25,13771.0,United Kingdom
Year 2010-2011,549154,22691,DOORMAT WELCOME SUNRISE,2,2011-04-06 16:47:00,7.95,17690.0,United Kingdom
Year 2010-2011,549233,51014A,"FEATHER PEN,HOT PINK",96,2011-04-07 11:06:00,0.85,14912.0,Italy
Year 2010-2011,549250,20755,BLUE PAISLEY POCKET BOOK,3,2011-04-07 12:10:00,0.85,14446.0,United Kingdom
Year 2010-2011,549261,22784,LANTERN CREAM GAZEBO ,2,2011-04-07 12:35:00,4.95,14903.0,United Kingdom
Year 2010-2011,549279,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2011-04-07 13:16:00,2.55,16469.0,United Kingdom
Year 2010-2011,549291,21755,LOVE BUILDING BLOCK WORD,1,2011-04-07 19:05:00,5.95,16261.0,United Kingdom
Year 2010-2011,549291,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,2011-04-07 19:05:00,0.85,16261.0,United Kingdom
Year 2010-2011,549296,23053,RECYCLED ACAPULCO MAT PINK,2,2011-04-08 07:37:00,8.25,14619.0,United Kingdom
Year 2010-2011,549425,23009,I LOVE LONDON BABY GIFT SET,1,2011-04-08 11:54:00,16.95,14030.0,United Kingdom
Year 2010-2011,549546,22379,RECYCLING BAG RETROSPOT ,3,2011-04-10 11:24:00,2.1,16889.0,United Kingdom
Year 2010-2011,549553,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,3,2011-04-10 12:22:00,0.85,16931.0,United Kingdom
Year 2010-2011,549555,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-04-10 12:52:00,1.69,13606.0,United Kingdom
Year 2010-2011,549557,21770,OPEN CLOSED METAL SIGN,1,2011-04-10 12:59:00,4.95,14450.0,United Kingdom
Year 2010-2011,549713,22712,CARD DOLLY GIRL ,12,2011-04-11 14:11:00,0.42,17611.0,United Kingdom
Year 2010-2011,549730,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2011-04-11 16:35:00,2.55,15867.0,United Kingdom
Year 2010-2011,549848,84531A,nan,-34,2011-04-12 14:51:00,0.0,,United Kingdom
Year 2010-2011,549874,20617,FIRST CLASS PASSPORT COVER ,2,2011-04-12 15:23:00,2.1,16919.0,United Kingdom
Year 2010-2011,549933,23231,WRAP DOILEY DESIGN,25,2011-04-13 11:04:00,0.42,15230.0,United Kingdom
Year 2010-2011,549953,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-04-13 13:15:00,4.95,12766.0,Portugal
Year 2010-2011,549954,22616,PACK OF 12 LONDON TISSUES ,48,2011-04-13 13:25:00,0.29,13700.0,United Kingdom
Year 2010-2011,549982,20725,LUNCH BAG RED RETROSPOT,10,2011-04-13 15:52:00,1.65,17091.0,United Kingdom
Year 2010-2011,549984,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-04-13 15:57:00,0.55,15147.0,United Kingdom
Year 2010-2011,550016,22084,PAPER CHAIN KIT EMPIRE,24,2011-04-14 10:54:00,2.95,15416.0,United Kingdom
Year 2010-2011,550071,22295,HEART FILIGREE DOVE LARGE,24,2011-04-14 12:12:00,1.65,16735.0,United Kingdom
Year 2010-2011,550130,22501,PICNIC BASKET WICKER LARGE,1,2011-04-14 13:17:00,9.95,14390.0,United Kingdom
Year 2010-2011,550155,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-04-14 14:54:00,1.25,14198.0,United Kingdom
Year 2010-2011,550161,22568,FELTCRAFT CUSHION OWL,8,2011-04-14 15:58:00,3.75,14154.0,United Kingdom
Year 2010-2011,550161,22423,REGENCY CAKESTAND 3 TIER,4,2011-04-14 15:58:00,12.75,14154.0,United Kingdom
Year 2010-2011,550208,22090,PAPER BUNTING RETROSPOT,2,2011-04-15 10:39:00,6.63,,United Kingdom
Year 2010-2011,550210,22418,10 COLOUR SPACEBOY PEN,1,2011-04-15 10:40:00,2.46,,United Kingdom
Year 2010-2011,550214,DOT,DOTCOM POSTAGE,1,2011-04-15 10:43:00,175.13,,United Kingdom
Year 2010-2011,550275,48187,DOORMAT NEW ENGLAND,2,2011-04-15 12:35:00,7.95,13993.0,United Kingdom
Year 2010-2011,550310,22919,HERB MARKER MINT,24,2011-04-17 11:04:00,0.65,15985.0,United Kingdom
Year 2010-2011,550332,20866,BLUE ROSE FABRIC MIRROR,3,2011-04-17 13:53:00,1.25,13474.0,United Kingdom
Year 2010-2011,550335,22505,MEMO BOARD COTTAGE DESIGN,2,2011-04-17 14:36:00,4.95,15535.0,United Kingdom
Year 2010-2011,550437,85066,CREAM SWEETHEART MINI CHEST,2,2011-04-18 12:14:00,12.75,16923.0,United Kingdom
Year 2010-2011,550446,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-04-18 12:36:00,2.95,13871.0,United Kingdom
Year 2010-2011,550467,40003,WHITE BAMBOO RIBS LAMPSHADE,1,2011-04-18 13:36:00,1.25,18009.0,United Kingdom
Year 2010-2011,550517,22549,PICTURE DOMINOES,12,2011-04-19 08:17:00,1.45,14352.0,United Kingdom
Year 2010-2011,550522,21222,SET/4 BADGES BEETLES,10,2011-04-19 10:04:00,1.25,12947.0,United Kingdom
Year 2010-2011,550750,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-04-20 11:45:00,3.75,13632.0,United Kingdom
Year 2010-2011,550764,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-04-20 12:26:00,8.5,14527.0,United Kingdom
Year 2010-2011,550775,21181,PLEASE ONE PERSON METAL SIGN,12,2011-04-20 13:18:00,2.1,15805.0,United Kingdom
Year 2010-2011,C550780,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,2011-04-20 13:39:00,1.25,17211.0,United Kingdom
Year 2010-2011,550823,16161P,WRAP ENGLISH ROSE ,25,2011-04-21 09:36:00,0.42,16133.0,United Kingdom
Year 2010-2011,550835,22858,EASTER TIN KEEPSAKE,6,2011-04-21 10:52:00,1.65,15034.0,United Kingdom
Year 2010-2011,550890,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-04-21 12:00:00,1.65,14711.0,United Kingdom
Year 2010-2011,550901,21136,PAINTED METAL PEARS ASSORTED,8,2011-04-21 12:12:00,1.69,13389.0,United Kingdom
Year 2010-2011,550956,22768,FAMILY PHOTO FRAME CORNICE,1,2011-04-21 16:37:00,9.95,17179.0,United Kingdom
Year 2010-2011,550989,23201,JUMBO BAG ALPHABET,13,2011-04-21 18:22:00,2.08,13969.0,United Kingdom
Year 2010-2011,550997,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-26 09:04:00,1.65,17735.0,United Kingdom
Year 2010-2011,551003,48138,DOORMAT UNION FLAG,1,2011-04-26 09:44:00,7.95,16456.0,United Kingdom
Year 2010-2011,551007,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-04-26 09:49:00,10.79,,United Kingdom
Year 2010-2011,551014,22536,MAGIC DRAWING SLATE PURDEY,24,2011-04-26 11:04:00,0.42,13209.0,United Kingdom
Year 2010-2011,551014,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-04-26 11:04:00,0.42,13209.0,United Kingdom
Year 2010-2011,C551018,20719,WOODLAND CHARLOTTE BAG,-1,2011-04-26 11:19:00,0.85,12705.0,Germany
Year 2010-2011,551028,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-26 11:30:00,8.95,13842.0,United Kingdom
Year 2010-2011,551159,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-04-26 15:02:00,1.25,16203.0,United Kingdom
Year 2010-2011,551192,20725,LUNCH BAG RED RETROSPOT,10,2011-04-27 10:54:00,1.65,16188.0,United Kingdom
Year 2010-2011,551250,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-04-27 12:00:00,7.95,17841.0,United Kingdom
Year 2010-2011,551291,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-27 14:26:00,1.65,14298.0,United Kingdom
Year 2010-2011,551292,23077,DOUGHNUT LIP GLOSS ,60,2011-04-27 14:27:00,1.04,14298.0,United Kingdom
Year 2010-2011,551399,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,2011-04-28 13:17:00,1.25,17874.0,United Kingdom
Year 2010-2011,551717,85231B,CINAMMON SET OF 9 T-LIGHTS,2,2011-05-03 15:59:00,0.85,13263.0,United Kingdom
Year 2010-2011,551721,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-05-03 16:49:00,4.95,14711.0,United Kingdom
Year 2010-2011,551776,82580,BATHROOM METAL SIGN,2,2011-05-04 11:23:00,0.55,13268.0,United Kingdom
Year 2010-2011,551869,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-05-04 16:36:00,2.55,16767.0,United Kingdom
Year 2010-2011,551870,22332,SKULLS PARTY BAG + STICKER SET,3,2011-05-04 16:51:00,1.65,17811.0,United Kingdom
Year 2010-2011,551944,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-05-05 11:08:00,2.95,14553.0,United Kingdom
Year 2010-2011,551966,82551,LAUNDRY 15C METAL SIGN,4,2011-05-05 13:14:00,1.45,15356.0,United Kingdom
Year 2010-2011,551991,23132,SMALL IVORY HEART WALL ORGANISER,1,2011-05-05 15:29:00,5.75,14697.0,United Kingdom
Year 2010-2011,551998,21755,LOVE BUILDING BLOCK WORD,1,2011-05-05 15:48:00,5.95,14099.0,United Kingdom
Year 2010-2011,552036,22202,MILK PAN PINK POLKADOT,1,2011-05-05 19:16:00,3.75,12748.0,United Kingdom
Year 2010-2011,552051,23154,SET OF 4 JAM JAR MAGNETS,2,2011-05-06 10:10:00,2.08,14796.0,United Kingdom
Year 2010-2011,552059,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-05-06 10:37:00,1.95,17470.0,United Kingdom
Year 2010-2011,552065,21749,LARGE RED RETROSPOT WINDMILL,1,2011-05-06 11:20:00,2.1,16729.0,United Kingdom
Year 2010-2011,552139,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2011-05-06 11:55:00,3.75,14659.0,United Kingdom
Year 2010-2011,552196,21562,HAWAIIAN GRASS SKIRT ,5,2011-05-06 14:32:00,1.25,18078.0,United Kingdom
Year 2010-2011,552232,gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,1,2011-05-06 15:54:00,41.67,,United Kingdom
Year 2010-2011,552235,37340,MULTICOLOUR SPRING FLOWER MUG,48,2011-05-06 16:17:00,0.39,15194.0,United Kingdom
Year 2010-2011,552250,22561,WOODEN SCHOOL COLOURING SET,1,2011-05-06 19:55:00,1.65,12748.0,United Kingdom
Year 2010-2011,552272,71459,HANGING JAM JAR T-LIGHT HOLDER,192,2011-05-08 12:13:00,0.72,13694.0,United Kingdom
Year 2010-2011,552285,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-08 12:58:00,1.25,14684.0,United Kingdom
Year 2010-2011,552296,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,2011-05-08 14:09:00,3.75,15518.0,United Kingdom
Year 2010-2011,552296,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-05-08 14:09:00,4.95,15518.0,United Kingdom
Year 2010-2011,552313,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-05-08 16:03:00,8.25,13139.0,United Kingdom
Year 2010-2011,552316,21922,UNION STRIPE WITH FRINGE  HAMMOCK,4,2011-05-08 16:11:00,7.95,15674.0,United Kingdom
Year 2010-2011,552318,82582,AREA PATROLLED METAL SIGN,2,2011-05-08 16:13:00,2.1,17231.0,United Kingdom
Year 2010-2011,552456,20725,LUNCH BAG RED RETROSPOT,10,2011-05-09 14:40:00,1.65,13999.0,United Kingdom
Year 2010-2011,552537,21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,2011-05-10 10:11:00,3.95,17315.0,United Kingdom
Year 2010-2011,552554,21902,"KEY FOB , FRONT  DOOR ",8,2011-05-10 11:04:00,0.65,12843.0,United Kingdom
Year 2010-2011,552560,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-05-10 11:48:00,0.85,17581.0,United Kingdom
Year 2010-2011,C552570,21463,MIRRORED DISCO BALL ,-2,2011-05-10 12:07:00,5.95,15676.0,United Kingdom
Year 2010-2011,552614,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-10 12:51:00,0.85,14849.0,United Kingdom
Year 2010-2011,552641,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-05-10 13:20:00,2.1,16525.0,United Kingdom
Year 2010-2011,552675,21901,"KEY FOB , BACK DOOR ",1,2011-05-10 15:07:00,1.63,,United Kingdom
Year 2010-2011,552677,72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,2011-05-10 15:07:00,4.13,,United Kingdom
Year 2010-2011,552692,82578,KITCHEN METAL SIGN,12,2011-05-10 15:19:00,0.55,13990.0,United Kingdom
Year 2010-2011,552695,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-10 15:31:00,1.69,16320.0,Unspecified
Year 2010-2011,552695,23233,WRAP POPPIES  DESIGN,25,2011-05-10 15:31:00,0.42,16320.0,Unspecified
Year 2010-2011,552708,72741,GRAND CHOCOLATECANDLE,9,2011-05-10 16:19:00,1.45,13487.0,United Kingdom
Year 2010-2011,552714,21868,POTTING SHED TEA MUG,12,2011-05-11 09:28:00,1.25,17164.0,United Kingdom
Year 2010-2011,552715,23171,REGENCY TEA PLATE GREEN ,12,2011-05-11 09:35:00,1.65,12921.0,United Kingdom
Year 2010-2011,552729,23170,REGENCY TEA PLATE ROSES ,12,2011-05-11 10:36:00,1.65,13089.0,United Kingdom
Year 2010-2011,552819,21790,VINTAGE SNAP CARDS,12,2011-05-11 12:50:00,0.85,16652.0,United Kingdom
Year 2010-2011,552824,84970S,HANGING HEART ZINC T-LIGHT HOLDER,3,2011-05-11 13:16:00,0.85,14056.0,United Kingdom
Year 2010-2011,552828,23184,BULL DOG BOTTLE OPENER,4,2011-05-11 13:23:00,4.95,13662.0,United Kingdom
Year 2010-2011,552831,20685,DOORMAT RED RETROSPOT,4,2011-05-11 14:12:00,7.95,13052.0,United Kingdom
Year 2010-2011,552869,20726,LUNCH BAG WOODLAND,10,2011-05-12 08:41:00,1.65,15106.0,United Kingdom
Year 2010-2011,552886,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2011-05-12 10:18:00,1.69,16244.0,United Kingdom
Year 2010-2011,552951,21078,SET/20 STRAWBERRY PAPER NAPKINS ,3,2011-05-12 12:05:00,0.85,14988.0,United Kingdom
Year 2010-2011,552978,22505,MEMO BOARD COTTAGE DESIGN,24,2011-05-12 14:46:00,4.25,12590.0,Germany
Year 2010-2011,C553032,22148,EASTER CRAFT 4 CHICKS ,-12,2011-05-12 19:44:00,1.95,13320.0,United Kingdom
Year 2010-2011,553048,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-05-13 10:02:00,0.29,14291.0,United Kingdom
Year 2010-2011,553058,23131,MISTLETOE HEART WREATH CREAM,2,2011-05-13 10:44:00,4.15,17790.0,United Kingdom
Year 2010-2011,553061,22450,SILK PURSE BABUSHKA BLUE,2,2011-05-13 11:12:00,3.35,17238.0,United Kingdom
Year 2010-2011,553074,21981,PACK OF 12 WOODLAND TISSUES ,4,2011-05-13 11:45:00,0.29,15529.0,United Kingdom
Year 2010-2011,553074,22434,BALLOON PUMP WITH 10 BALLOONS,2,2011-05-13 11:45:00,1.95,15529.0,United Kingdom
Year 2010-2011,553125,23169,CLASSIC GLASS SWEET JAR,6,2011-05-13 12:13:00,4.15,17139.0,United Kingdom
Year 2010-2011,553131,22433,WATERING CAN GREEN DINOSAUR,24,2011-05-13 12:44:00,1.95,16401.0,United Kingdom
Year 2010-2011,553151,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-05-13 14:53:00,1.25,13089.0,United Kingdom
Year 2010-2011,553202,21034,REX CASH+CARRY JUMBO SHOPPER,6,2011-05-15 16:02:00,0.95,15854.0,United Kingdom
Year 2010-2011,553224,22382,LUNCH BAG SPACEBOY DESIGN ,4,2011-05-16 10:40:00,1.65,17228.0,United Kingdom
Year 2010-2011,553387,gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,1,2011-05-16 16:33:00,8.33,,United Kingdom
Year 2010-2011,553489,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-05-17 12:43:00,0.42,15730.0,United Kingdom
Year 2010-2011,553507,22604,SET OF 4 NAPKIN CHARMS CUTLERY,4,2011-05-17 13:35:00,2.55,17220.0,United Kingdom
Year 2010-2011,C553531,S,SAMPLES,-1,2011-05-17 15:09:00,15.5,,United Kingdom
Year 2010-2011,553535,22430,ENAMEL WATERING CAN CREAM,4,2011-05-17 15:17:00,4.95,,EIRE
Year 2010-2011,553540,22197,SMALL POPCORN HOLDER,100,2011-05-17 15:32:00,0.72,17511.0,United Kingdom
Year 2010-2011,553546,22928,YELLOW GIANT GARDEN THERMOMETER,36,2011-05-17 15:42:00,4.95,12415.0,Australia
Year 2010-2011,553556,85049F,BABY BOOM RIBBONS ,2,2011-05-17 16:49:00,1.25,17530.0,United Kingdom
Year 2010-2011,553574,22524,CHILDRENS GARDEN GLOVES BLUE,12,2011-05-18 09:59:00,1.25,16422.0,United Kingdom
Year 2010-2011,C553656,22607,WOODEN ROUNDERS GARDEN SET ,-1,2011-05-18 11:21:00,8.5,17389.0,United Kingdom
Year 2010-2011,553668,23175,REGENCY MILK JUG PINK ,6,2011-05-18 12:21:00,3.25,13993.0,United Kingdom
Year 2010-2011,553684,22697,GREEN REGENCY TEACUP AND SAUCER,24,2011-05-18 13:55:00,2.55,16389.0,United Kingdom
Year 2010-2011,553707,22488,NATURAL SLATE RECTANGLE CHALKBOARD,48,2011-05-18 15:26:00,1.45,16843.0,United Kingdom
Year 2010-2011,553768,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-05-19 10:47:00,5.79,,United Kingdom
Year 2010-2011,553832,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-19 11:38:00,2.95,12957.0,United Kingdom
Year 2010-2011,553838,22553,PLASTERS IN TIN SKULLS,12,2011-05-19 12:10:00,1.65,12620.0,France
Year 2010-2011,553860,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-05-19 13:57:00,1.65,17841.0,United Kingdom
Year 2010-2011,553946,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-05-20 10:48:00,8.5,15601.0,United Kingdom
Year 2010-2011,554000,22727,ALARM CLOCK BAKELIKE RED ,4,2011-05-20 11:53:00,3.75,14794.0,United Kingdom
Year 2010-2011,554007,23081,GREEN METAL BOX ARMY SUPPLIES,1,2011-05-20 12:26:00,8.25,17961.0,United Kingdom
Year 2010-2011,554030,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-05-20 13:56:00,1.25,16497.0,United Kingdom
Year 2010-2011,554039,22088,PAPER BUNTING COLOURED LACE,6,2011-05-20 14:27:00,2.95,15095.0,United Kingdom
Year 2010-2011,554079,23256,CHILDRENS CUTLERY SPACEBOY ,3,2011-05-22 11:41:00,4.15,14546.0,United Kingdom
Year 2010-2011,554080,23199,JUMBO BAG APPLES,3,2011-05-22 11:42:00,2.08,16931.0,United Kingdom
Year 2010-2011,554112,15044D,RED PAPER PARASOL,1,2011-05-22 14:44:00,2.95,17611.0,United Kingdom
Year 2010-2011,554112,16207A,PINK STRAWBERRY HANDBAG ,2,2011-05-22 14:44:00,2.95,17611.0,United Kingdom
Year 2010-2011,554124,84819,DANISH ROSE ROUND SEWING BOX,3,2011-05-23 08:31:00,4.25,13339.0,United Kingdom
Year 2010-2011,554264,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-23 12:35:00,2.95,15602.0,United Kingdom
Year 2010-2011,C554266,22244,3 HOOK HANGER MAGIC GARDEN,-5,2011-05-23 12:48:00,1.95,12474.0,Germany
Year 2010-2011,554275,21314,SMALL GLASS HEART TRINKET POT,4,2011-05-23 13:17:00,2.1,14903.0,United Kingdom
Year 2010-2011,554278,22829,SWEETHEART WIRE WALL TIDY,1,2011-05-23 13:25:00,9.95,13831.0,United Kingdom
Year 2010-2011,554324,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,24,2011-05-23 15:38:00,2.95,12712.0,Germany
Year 2010-2011,554376,22379,RECYCLING BAG RETROSPOT ,2,2011-05-24 11:31:00,2.1,15719.0,United Kingdom
Year 2010-2011,554511,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-05-24 15:52:00,2.46,,United Kingdom
Year 2010-2011,554514,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-05-24 15:58:00,3.29,,United Kingdom
Year 2010-2011,C554531,21494,ROTATING LEAVES T-LIGHT HOLDER,-2,2011-05-24 17:30:00,1.25,12463.0,Belgium
Year 2010-2011,554556,21936,RED RETROSPOT PICNIC BAG,15,2011-05-25 10:11:00,2.95,13098.0,United Kingdom
Year 2010-2011,554650,20749,ASSORTED COLOUR MINI CASES,2,2011-05-25 12:54:00,7.95,12681.0,France
Year 2010-2011,554684,82567,"AIRLINE LOUNGE,METAL SIGN",5,2011-05-25 16:28:00,2.1,16448.0,United Kingdom
Year 2010-2011,554827,22303,COFFEE MUG APPLES DESIGN,36,2011-05-26 15:19:00,2.1,14646.0,Netherlands
Year 2010-2011,554942,20719,WOODLAND CHARLOTTE BAG,1,2011-05-27 14:01:00,0.85,17841.0,United Kingdom
Year 2010-2011,554950,20718,RED RETROSPOT SHOPPER BAG,10,2011-05-27 14:48:00,1.25,14227.0,United Kingdom
Year 2010-2011,554978,23300,GARDENERS KNEELING PAD CUP OF TEA ,4,2011-05-29 11:05:00,1.65,16889.0,United Kingdom
Year 2010-2011,554992,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-05-29 14:08:00,1.45,16686.0,United Kingdom
Year 2010-2011,555109,21172,PARTY METAL SIGN ,2,2011-05-31 14:19:00,1.45,16023.0,United Kingdom
Year 2010-2011,555124,22478,BIRDHOUSE GARDEN MARKER ,5,2011-05-31 15:26:00,1.25,18204.0,United Kingdom
Year 2010-2011,555147,23298,SPOTTY BUNTING,6,2011-05-31 15:41:00,4.95,13505.0,Switzerland
Year 2010-2011,555149,gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,1,2011-05-31 15:49:00,25.0,,United Kingdom
